21	12	27758
10	1	782507
10	19	495245
15	18	583748
11	3	779679
13	4	858955
10	11	167146
22	6	950675
4	8	263508
16	9	284905
24	9	573458
26	2	687386
7	8	193786
9	6	592363
15	16	284249
22	19	347716
16	20	404645
1	20	840813
11	9	758079
19	21	563947
22	11	213508
14	0	449500
10	19	358982
7	23	286629
8	5	299077
0	1	967877
11	26	753987
6	9	167634
20	15	978238
4	17	386234
8	22	21693
24	2	495842
20	5	771222
4	0	394718
8	16	714326
22	0	988157
17	11	312126
20	2	284930
9	26	798069
5	20	565041
15	1	3754
17	7	784180
4	8	609581
23	5	957722
15	14	276721
1	3	205181
3	1	959208
20	2	641446
5	6	962818
15	16	716515
13	22	69623
20	4	90760
16	15	82772
18	20	445565
18	12	282485
18	22	833746
2	24	290810
7	18	342909
14	3	404069
19	21	111415
15	17	355726
7	8	468184
26	16	69908
17	25	186092
11	10	269650
25	18	400402
13	20	766001
1	23	554598
13	14	43171
19	22	982449
11	10	4420
21	3	330345
7	5	792154
15	12	509096
22	10	653895
8	9	70141
15	23	469240
19	22	747353
0	4	667343
24	26	193465
5	10	456901
13	24	923235
5	9	217319
4	0	920358
22	16	321732
1	24	880206
10	21	809907
10	1	354742
16	11	187747
18	22	169524
18	24	71732
20	10	925033
7	14	572472
18	1	738555
14	11	699586
26	16	932259
0	3	31840
26	18	236784
26	20	579445
23	15	314657
24	6	619162
23	18	660793
19	1	134654
6	21	104767
8	9	19810
13	6	261808
3	25	803587
22	14	253430
1	11	153739
16	26	127659
8	22	949196
8	10	624901
23	4	237489
26	1	865010
11	5	588642
17	18	13335
22	23	533004
21	15	136632
24	4	104493
7	16	960373
16	9	503320
7	13	580236
6	8	479872
16	23	30327
19	1	676025
12	20	848932
8	3	671514
11	8	896599
15	12	295328
12	11	38839
2	3	437714
5	0	341427
17	7	744590
21	5	803628
8	10	326923
2	24	734898
4	25	820300
0	11	846868
26	23	550969
8	23	135264
21	22	139702
16	10	247059
8	22	151837
19	10	443199
18	2	378548
16	8	329971
1	2	209357
4	25	402357
12	10	572907
21	13	386579
24	26	848267
17	21	370912
16	23	401408
8	14	553400
7	24	437764
17	23	932181
5	16	245924
11	2	617315
18	22	690932
13	14	394388
18	19	827345
26	0	324173
23	2	358254
14	5	136813
5	25	386892
3	10	16471
17	6	790928
6	22	603135
11	12	695312
10	6	71293
21	10	973671
0	3	436701
6	24	686189
19	20	658357
18	12	520406
14	2	892705
20	9	103750
18	12	798607
25	16	745399
20	15	215834
18	7	384635
22	5	563159
5	16	163254
12	13	76923
4	6	932359
3	2	532658
6	25	654625
20	21	556386
24	26	38559
9	24	306165
12	3	134443
3	14	376880
7	21	976521
9	25	928657
7	21	722146
8	17	267590
11	21	235003
4	13	610932
25	0	346513
18	23	416841
15	16	370041
10	13	983401
2	18	181573
1	16	925424
20	4	773069
26	8	467617
18	5	554385
16	11	67007
8	20	460552
17	0	8770
1	24	763496
22	26	932361
11	7	81184
12	24	572469
18	3	761458
11	5	762793
8	22	526752
19	14	301139
0	24	809928
19	13	813269
20	24	883780
4	13	151194
23	12	20672
6	3	165023
0	9	973347
20	6	191815
6	11	156110
24	9	255215
22	3	408651
13	10	453683
16	15	206015
9	10	255242
19	20	910335
25	1	381370
23	6	2508
20	8	615740
0	21	619016
8	3	485333
13	22	600641
16	17	258028
10	4	251026
17	2	756444
19	17	231553
10	22	899892
0	11	278030
9	3	759943
18	4	366571
21	2	976999
26	11	728926
20	8	102407
26	8	869470
22	6	431055
9	14	833263
23	11	139906
16	20	236674
15	12	427920
14	4	483376
25	23	385966
13	25	657266
11	18	711377
15	0	416409
4	0	50194
12	9	14359
8	19	862080
5	25	90586
13	12	548573
12	4	929696
18	7	216326
17	2	453237
23	8	632345
5	19	704207
13	23	569857
4	3	204444
19	11	965246
11	6	273775
20	25	93681
13	5	677545
0	3	627456
11	1	366460
22	8	48144
2	7	192237
20	16	13158
13	18	653187
0	10	25993
8	4	550621
7	13	39893
6	10	11093
25	5	417045
5	25	407179
24	8	408097
24	19	979626
2	25	728314
13	9	362496
15	9	887212
17	10	132903
6	2	193010
18	21	999375
1	25	259643
18	19	315927
15	6	831721
4	15	535966
19	15	592506
12	5	706819
2	18	771344
0	19	406606
20	15	988696
12	4	178547
12	23	128960
8	16	901178
14	0	797182
24	26	729377
4	15	251730
12	4	912087
19	12	564672
15	20	651720
23	20	429224
19	16	959267
5	24	675874
19	7	635076
8	26	445207
0	12	934055
16	17	709507
24	21	260353
21	20	513860
11	7	405324
5	2	28986
5	21	177038
26	1	202758
7	24	914861
9	14	22301
2	4	807517
21	17	915570
25	0	429697
7	8	715097
0	19	595195
9	11	403436
2	16	975922
0	9	173220
10	21	650063
10	14	527374
10	26	572380
18	22	230193
22	23	164935
24	5	235680
6	4	722683
22	0	617003
25	3	95725
3	7	264399
0	6	141022
23	20	461483
8	10	440924
19	2	619265
23	10	844482
0	3	483193
8	2	896765
19	25	280263
23	22	465801
5	9	947253
17	18	800531
14	5	895020
4	9	409932
26	14	575929
13	8	46986
19	14	466623
23	0	518173
19	6	169995
24	10	100073
5	8	134266
7	15	991240
20	19	663917
1	5	316700
1	6	228159
6	12	648278
6	21	687819
26	25	530831
7	23	683622
17	21	29564
11	5	477938
2	23	269948
14	16	768052
22	20	474487
16	21	172822
17	9	20507
24	8	821587
22	10	59326
12	9	95982
9	25	684083
12	16	381736
19	24	185377
11	22	624960
24	17	734623
6	8	616108
4	12	719094
7	6	640888
24	9	605506
22	4	479480
21	22	778125
26	7	347596
12	19	542997
13	1	366996
2	24	666434
9	19	471066
14	12	481150
12	18	348081
10	6	6097
17	6	453749
21	2	500313
7	13	237906
17	12	799865
5	8	276686
18	13	85032
15	6	869720
13	23	39144
16	8	978743
1	7	700425
12	6	941271
24	6	440799
7	3	773421
21	1	187939
6	14	702766
10	4	132848
16	23	885751
13	23	70877
3	20	594359
0	24	356114
0	21	911600
12	19	185083
11	14	647082
14	1	799756
11	19	516469
26	24	938846
7	16	97397
26	12	777728
5	17	772387
21	4	130297
18	22	198114
5	16	271341
21	9	293886
26	25	468409
24	5	663394
5	6	807333
21	12	585332
12	11	890087
21	16	513811
9	15	253227
8	11	722891
7	1	269907
9	13	356101
0	8	849161
10	24	538406
16	11	376625
12	16	296172
4	21	263904
22	5	992192
25	16	796778
18	0	738283
4	1	972417
16	10	307361
23	3	52508
11	6	309960
25	0	56979
14	9	723787
4	15	342119
2	9	17197
2	16	342781
9	16	478052
25	22	185844
9	0	542874
22	19	905710
3	6	674955
17	20	714893
8	22	272969
12	16	115104
15	8	293034
26	8	546002
5	21	235226
16	8	774328
16	12	445502
3	20	946484
5	17	661269
0	10	441175
16	12	389575
16	20	503099
11	20	267913
21	22	628426
6	16	483750
9	16	588069
16	4	679465
20	11	478223
14	22	464927
24	9	736039
10	20	654228
9	6	425409
1	8	949483
16	2	442976
3	2	872167
18	20	543518
5	10	36449
13	4	12690
19	13	116802
7	6	538779
0	14	231850
19	0	816005
12	13	589829
17	21	815213
10	9	723969
24	22	735516
1	5	984731
10	16	643763
15	21	165942
20	5	608387
13	23	655833
7	16	220320
23	17	739443
13	25	232735
10	0	917646
5	7	329540
0	24	266527
10	17	836858
7	11	66214
24	13	399451
20	26	490823
5	26	968845
25	16	166328
6	25	958093
3	15	510174
9	14	421014
15	26	71953
16	22	906708
7	4	494689
5	1	171061
14	3	382098
0	8	547426
7	26	478746
5	18	304929
20	5	272497
18	4	24867
3	25	15032
11	20	537026
18	14	208068
25	26	679685
9	17	908996
24	25	260712
12	6	569931
9	18	840743
17	18	100280
5	26	22829
19	20	128031
21	26	728417
15	10	955735
13	6	943459
20	12	105969
5	23	497353
22	25	954427
11	21	878196
6	8	327529
26	11	903002
25	13	709826
26	10	40803
14	26	537680
8	9	729297
13	1	810865
17	1	423386
22	8	546399
16	24	893000
1	5	779951
6	13	581013
6	14	278612
11	20	115463
1	2	730289
25	2	238159
21	2	162841
4	23	125941
10	12	986911
15	10	762329
14	6	547750
19	14	660960
25	9	13757
4	25	752850
17	12	994795
16	13	906818
3	4	468926
5	12	849993
22	7	362446
8	12	630911
24	0	138787
12	17	429402
22	23	569166
5	19	972267
13	19	747169
22	10	999175
24	2	818274
12	2	753492
20	10	411067
18	3	987924
0	5	822216
17	10	204249
25	0	563507
25	13	75735
24	9	287446
26	13	210355
14	4	742167
26	18	404084
21	9	501119
12	3	543695
18	9	523192
21	6	801536
22	6	379233
6	20	41321
9	22	240326
7	11	607441
18	7	725527
23	2	372397
5	2	859974
22	10	826730
20	25	797541
5	1	870982
2	10	531200
2	21	117508
21	8	470641
3	14	865167
14	4	865867
11	10	530250
16	17	441560
22	1	96586
9	16	997143
15	16	46142
11	1	941115
3	4	105998
8	22	785551
22	2	657433
1	22	367180
8	2	919375
2	25	346408
14	25	196578
19	17	92818
18	13	961775
14	17	232141
20	4	116475
7	14	480550
9	23	896213
3	6	192355
25	24	201178
0	9	767252
1	9	15753
22	20	417802
10	11	509190
11	3	66980
2	4	865188
4	14	578530
19	2	909729
25	21	209161
0	16	37864
24	11	759431
6	21	245231
3	18	520104
7	16	423545
1	4	612206
20	2	490848
18	3	915651
18	19	806569
21	5	649413
5	23	299768
7	4	893940
3	15	332098
17	24	635767
6	22	937842
25	2	97817
10	14	269798
13	2	448150
5	17	967289
8	15	127303
22	10	502010
3	5	617018
2	20	960068
9	0	200725
18	14	320226
16	17	999863
21	25	182985
22	8	59727
5	1	451564
8	10	678282
13	18	441641
15	8	260243
8	1	720896
1	10	223892
17	26	236926
3	1	610793
0	15	379333
7	22	942897
16	11	940062
25	13	53046
10	26	930957
7	19	568476
3	5	984955
10	18	722559
1	26	250866
26	25	125458
9	4	933066
13	1	294827
10	14	860030
10	23	404740
26	5	867027
16	4	932501
20	12	539789
7	19	533926
23	7	755800
24	8	373498
25	23	820448
5	22	630369
4	17	320422
18	21	697126
8	0	521950
9	10	428428
18	23	452127
1	18	348950
19	1	197404
23	25	60212
4	6	427041
18	2	819179
6	7	261001
15	3	885394
20	0	986646
19	6	214631
20	23	600756
26	10	383777
7	18	872726
21	6	602117
23	8	685552
14	25	619354
11	0	532743
12	16	655012
15	1	530991
23	5	760356
23	20	547307
15	9	584263
18	11	403779
21	8	416516
10	23	778755
18	0	791721
26	7	809643
2	18	334271
16	9	367842
13	8	975805
25	1	139130
1	26	122978
2	6	482059
4	15	648891
14	22	314134
17	8	229456
25	16	165213
3	5	157566
24	25	945509
4	3	351178
6	19	703685
11	25	334017
24	22	767833
16	18	828362
10	26	705058
25	18	847209
5	17	592078
9	1	338933
21	16	451739
21	3	168361
22	10	624827
25	0	379909
21	11	185729
0	7	819289
26	1	749570
13	10	628187
16	23	672753
23	13	256701
25	2	296677
14	24	231986
2	17	779725
11	18	260333
9	11	896734
22	6	499306
0	2	813748
5	24	233962
7	26	259157
8	2	255704
10	8	75788
23	7	147854
20	4	70313
1	13	326536
8	9	399611
0	12	176035
1	3	799752
6	14	246390
17	1	470641
6	26	257975
11	15	858688
10	22	288978
19	6	338103
2	13	914807
10	11	428415
25	24	359067
26	5	878025
14	6	661072
15	8	299067
7	22	108182
20	0	912559
24	5	249214
0	14	213858
19	21	878882
13	16	307526
0	25	824615
4	25	539873
14	24	737217
5	0	665123
18	16	774849
20	18	578373
